Morphology_R,Morphology_H,Production_H,Production_R,UR,SR,simplify_delete_obstruent,simplify_delete_lateral,nasalize,lateralize,tensify,Type
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
malk-talako,맑다라고,맑따라고,malk.da.la.ko,lk-t,lkd,0,0,NA,NA,1,lC+Obstruen
palp-kvna,밟거나,발꺼나,pal.gv.na,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,NA,NA,1,lC+Obstruen
Jalp-ko,짧고,짥꼬,Jalk.go,lp-k,lkg,0,0,NA,NA,1,lC+Obstruen
Jalp-ke,짧게,짥께,Jalk.ge,lp-k,lkg,0,0,NA,NA,1,lC+Obstruen
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
Jalp-kenxn,짧게는,짥께는,Jalk.ge.nxn,lp-k,lkg,0,0,NA,NA,1,lC+Obstruen
Jalp-kenxn,짧게는,짤께는,Jal.ge.nxn,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
Jalp-kelato,짧게라도,짤께라도,Jal.ge.la.to,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
ilk-kvna,읽거나,일꺼나,il.gv.na,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
nvlp-ko,넓고,널꼬,nvl.go,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
malk-ko,맑고,말꼬,mal.go,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,NA,NA,1,lC+Obstruen
palp-ko,밟고,밝꼬,palk.go,lp-k,lkg,0,0,NA,NA,1,lC+Obstruen
palp-ki,밟기,발끼,pal.gi,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
yalp-ke,얇게,얇께,yalp.ge,lp-k,lpg,0,0,NA,NA,1,lC+Obstruen
yalp-ta,얇다,얇따,yalp.da,lp-t,lpd,0,0,NA,NA,1,lC+Obstruen
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ke,밝게,밝께,palk.ge,lk-k,lkg,0,0,NA,NA,1,lC+Obstruen
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ke,밝게,발께,pal.ge,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,NA,NA,1,lC+Obstruen
Jalp-ke,짧게,짧께,Jalp.ge,lp-k,lpg,0,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,NA,NA,1,lC+Obstruen
palk-ki,밝기,발끼,pal.gi,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ki,밝기,발끼,pal.gi,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ta,밝다,발따,pal.da,lk-t,ld,1,0,NA,NA,1,lC+Obstruen
nvlp-ko,넓고,넓꼬,nvlp.go,lp-k,lpg,0,0,NA,NA,1,lC+Obstruen
palk-ta,밝다,밝따,palk.da,lk-t,lkd,0,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,밝꼬,palk.go,lk-k,lkg,0,0,NA,NA,1,lC+Obstruen
palk-cito,밝지도,받찌도,pat.Ji.to,lk-c,tJ,0,1,NA,NA,1,lC+Obstruen
palp-ke,밟게,발께,pal.ge,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
ilk-ko,읽고,일꼬,il.go,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
palp-kosv,밟고서,발꼬서,pal.go.sv,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
palp-ki,밟기,발끼,pal.gi,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
palp-kito,밟기도,밟끼도,palp.gi.to,lp-k,lpg,0,0,NA,NA,1,lC+Obstruen
kulm-ko,굶고,굼꼬,kum.go,lm-k,mg,0,1,NA,NA,1,lC+Obstruen
kulm-ci,굶지,굼찌,kum.Ji,lm-c,mJ,0,1,NA,NA,1,lC+Obstruen
kulm-ko,굶고,굼꼬,kum.go,lm-k,mg,0,1,NA,NA,1,lC+Obstruen
palp-ko,밟고,밟꼬,palp.go,lp-k,lpg,0,0,NA,NA,1,lC+Obstruen
kxlk-ko,긁고,글고,kxl.ko,lk-k,lk,1,0,NA,NA,0,lC+Obstruen
nvlp-cimanxn,넓지마는,널찌마는,nvl.Ji.ma.nxn,lp-c,lJ,1,0,NA,NA,1,lC+Obstruen
palp-ko,밟고,밟꼬,palp.go,lp-k,lpg,0,0,NA,NA,1,lC+Obstruen
Jalp-ciman,짧지만,짤찌만,Jal.Ji.man,lp-c,lJ,1,0,NA,NA,1,lC+Obstruen
ilk-koman,읽고만,읽꼬만,ilk.go.man,lk-k,lkg,0,0,NA,NA,0,lC+Obstruen
Jalp-ki,짧기,짧끼,Jalp.gi,lp-k,lpg,0,0,NA,NA,1,lC+Obstruen
ilk-ta,읽다,일따,il.da,lk-t,ld,1,0,NA,NA,1,lC+Obstruen
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
Jalp-ke,짧게,짤께,Jal.ge,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
Jalp-ko,짧고,짤꼬,Jal.go,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,NA,NA,1,lC+Obstruen
palk-ke,밝게,밝께,palk.ge,lk-k,lkg,0,0,NA,NA,1,lC+Obstruen
yalp-ke,얇게,얇께,yalp.ge,lp-k,lpg,0,0,NA,NA,1,lC+Obstruen
nxlk-ko,늙고,늘꼬,nxl.go,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
kulk-ko,굵고,굴꼬,kul.go,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
palp-ko,밟고,발꼬,pal.go,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
Jalp-canhayo,짧잖아요,짧짜나요,Jalp.Ja.na.yo,lp-c,lpJ,0,0,NA,NA,1,lC+Obstruen
cvlm-ko,젊고,점꼬,cvm.go,lm-k,mg,0,1,NA,NA,1,lC+Obstruen
nvlp-ko,넓고,널꼬,nvl.go,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
salm-kosv,삶고서,쌈꾸서,Sam.gu.sv,lm-k,mg,0,1,NA,NA,1,lC+Obstruen
nvlp-sxpnita,넓습니다,넓씀니다,nvlp.Sxm.ni.ta,lp-s,lpS,0,0,NA,NA,1,lC+Obstruen
talm-ko,닮고,담꼬,tam.go,lm-k,mg,0,1,NA,NA,1,lC+Obstruen
Jalp-kenxn,짧게는,짤께는,Jal.ge.nxn,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
nvlp-ko,넓고,넑꼬,nvlk.go,lp-k,lkg,0,0,NA,NA,1,lC+Obstruen
nvlp-ko,넓고,넓꼬,nvlp.go,lp-k,lpg,0,0,NA,NA,1,lC+Obstruen
palp-ko,밟고,밟꼬,palp.go,lp-k,lpg,0,0,NA,NA,1,lC+Obstruen
talm-kin,닮긴,달낀,tal.gin,lm-k,lg,1,0,NA,NA,1,lC+Obstruen
palk-ko,밝고,발꼬,pal.go,lk-k,lg,1,0,NA,NA,1,lC+Obstruen
ilk-ko,읽고,읽꼬,ilk.go,lk-k,lkg,0,0,NA,NA,1,lC+Obstruen
nvlp-ke,넓게,널께,nvl.ge,lp-k,lg,1,0,NA,NA,1,lC+Obstruen
Jalp-tako,짧다고,짤따고,Jal.da.ko,lp-t,ld,1,0,NA,NA,1,lC+Obstruen
